customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
BHANUMAN LIMITED,00306562,00001928,00001928,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BHARWARNEYS LIMITED,00300550,00002147,00002147,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BHAVNA GOHIL,00307493,00004560,00004560,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BHM CONSTRUCTION INTERNATIONAL (UK) LTD,00306297,00282804,00282804,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
FACILITY CUSTOMER
Ultimate Obligor"
BHOJSONS(U.K.)LIMITED,00306619,00001929,00001929,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BILKENT HOLDING AS,NULL,00003556,00003556,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
BILQIS INTERNATIONAL LIMITED,00322148,00288009,00288009,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BIOASCENT DISCOVERY LIMITED,00326807,00292264,00292264,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BIOQUELL UK LIMITED,00311438,00000760,00000760,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BIS ELEKTRIK URETIM A.S.,NULL,00204893,00204893,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BIWATER (BVI) LTD,NULL,00222098,00222098,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BIWATER (OLDBURY) LIMITED,00301617,00000791,00000791,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BIWATER INTERNATIONAL LIMITED,00304552,00004315,00004315,"BOND INSURANCE POLICY
BOND SUPPORT
BOND SUPPORT
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","EXPORTER/OII INVESTOR
FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
BIWATER PLC,00303114,00004316,00004316,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BIWATER TREATMENT LTD,00306579,00004318,00004318,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
B-L PEGSON LIMITED,00303910,00001173,00001173,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLACK & DECKER INTERNATIONAL,00302325,00001932,00001932,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLACKADDER INTERNATIONAL LIMITED,00326525,00291743,00291743,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BLACKBURN STARLING & COMPANY LIMITED,00311359,00001933,00001933,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLACKWELL PRESS LIMITED,00304686,00001934,00001934,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BLK BOX FITNESS LIMITED,00304116,00287342,00287342,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BLUEFIELD GEOSERVICES LTD,00327557,00295622,00295622,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BLUEWATER BIO LIMITED,00304668,00227259,00227259,"BOND INSURANCE POLICY
BOND SUPPORT
DL LOAN (ENHANCED)
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","EXPORTER/OII INVESTOR
FACILITY CUSTOMER
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
FACILITY CUSTOMER
Ultimate Obligor"
BLUEWATER BIO LIMITED,00319032,00293671,00293671,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BLUNDELL HARLING LIMITED,00302590,00001936,00001936,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLYTHE COLOURS LIMITED,00304117,00001937,00001937,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BNL (UK) LIMITED,00317682,00282519,00282519,"EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BNP PARIBAS,00307799,00003813,00003813,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PROJECT FINANCING GUARANTEE
PROJECT FINANCING GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
SYNDICATE LENDER
EXPORTER/OII INVESTOR
LEAD/AGENT BANK
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE
LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER"
BNP PARIBAS,00312126,00234014,00234014,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BNP PARIBAS EXPORT FINANCE LIMITED,00308801,00000541,00000541,SUPPLIER CREDIT FINANCE GUARANTEE,SOLE LENDER
BNP PARIBAS FINANCE P.L.C.,00300164,00001696,00001696,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BNP PARIBAS S.A.,00308519,00234459,00234459,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BNP PARIBAS SA FRANCE,00317434,00288764,00288764,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BNP-PARIBAS,00308519,00001734,00001734,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
PROJECT FINANCING GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
DL PANEL AGENT BANK
SYNDICATE LENDER
SOLE LENDER
SYNDICATE LENDER"
BOART (U.K.) LIMITED,00310422,00002133,00002133,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOBST MANCHESTER LTD,00309330,00004334,00004334,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
BOC AVIATION PTE LTD,00312138,00003709,00003709,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BOC GROUP PLC,NULL,00005787,00005787,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC GROUP PLC,00300173,00000428,00000428,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC HEALTHCARE LIMITED,00310353,00001939,00001939,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC LIMITED,00300172,00000516,00000516,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC LTD (BOC ARC EQUIPMENT),NULL,00005766,00005766,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC LTD (BOC GAS EQUIPMENT),NULL,00005774,00005774,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOEING COMPANY INCORPORATED.,NULL,00003947,00003947,ASSET BASED GUARANTEE,EXPORTER/OII INVESTOR
BOGAZICI UNIVERSITY,NULL,00001166,00001166,SUPPLIER CREDIT FINANCE GUARANTEE,FACILITY CUSTOMER
BOLTON GATE COMPANY LIMITED,00306862,00001940,00001940,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOMBARDIER INCORPORATED,00300076,00003559,00003559,ASSET BASED GUARANTEE,EXPORTER/OII INVESTOR
BOMBARDIER TRANSPORTATION (SIGNAL MANAGEMENT) UK LTD,00302372,00004487,00004487,LINE OF CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BOMBARDIER TRANSPORTATION UK LTD,00310361,00004486,00004486,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BONAR YARNS & FABRICS LIMITED,00301969,00001941,00001941,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BONDAGLASS VOSS LIMITED,00303576,00001942,00001942,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BONNY PROJECT MANAGEMENT COMPANY LIMITED,00314037,00004535,00004535,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BOREHOLE SOLUTIONS LTD,00328793,00295278,00295278,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BOROPEX LIMITED,00300149,00002869,00002869,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOSNIA AND HERZEGOVINA BIH,NULL,00005613,00005613,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BOSS TRUCKS LIMITED,00307824,00000508,00000508,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOSTIK LIMITED,00303973,00001944,00001944,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOUYGUES BATIMENT INTERNATIONAL,00320096,00294623,00294623,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BPB PAPERBOARD LIMITED,00307461,00001945,00001945,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BPCE,00308799,00224348,00224348,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BPI FRANCE,00310210,00000672,00000672,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","RE-INSURER ECA
RE-INSURER ECA
RE-INSURER ECA"
BPI FRANCE ASSURANCE EXPORT S.A.S,00315356,00289189,00289189,BUYER CREDIT GUARANTEE,LEAD/AGENT BANK
BPI FRANCE FINANCEMENT,00308525,00247652,00247652,ASSET BASED GUARANTEE,RE-INSURER ECA
BPP PUBLISHING LIMITED,00309171,00001946,00001946,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRADLEY PULVERIZER COMPANY,00301405,00001573,00001573,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRADSHAW TAYLOR LTD.,00327863,00294964,00294964,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BRAMLEY & WELLESLEY LIMITED,00312022,00001947,00001947,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRAND FACTORY LIMITED,00320795,00295144,00295144,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BRAUN & CO. LIMITED,00300154,00245747,00245747,"BOND SUPPORT
BOND SUPPORT
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
FACILITY CUSTOMER
Ultimate Obligor"
BRAVE NEW SPIRITS LTD,00326791,00292254,00292254,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BRAZIL BRA,NULL,00005614,00005614,"OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BRIAMORE MANUFACTURING LIMITED,00301065,00001948,00001948,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BRIAN SEARLE LIMITED,00301157,00003101,00003101,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BRIDON INTERNATIONAL LTD,00301822,00004404,00004404,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRIDON PLC,00301513,00004402,00004402,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRILLO MANUFACTURING COMPANY OF GREAT BRITAIN LIMITED,00302326,00002859,00002859,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRINE VENEER MILLS LIMITED,00300159,00002968,00002968,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BRITANNIA AUTO COMPONENTS LIMITED,00301894,00001951,00001951,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITANNIA REFINED METALS LIMITED,00306981,00001771,00001771,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITAX EXCELSIOR LIMITED,00303848,00001991,00001991,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITAX PMG LIMITED,00301702,00001992,00001992,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH AEROSPACE REGIONAL AIRCRAFT SA,NULL,00001482,00001482,ASSET BASED GUARANTEE,EXPORTER/OII INVESTOR
BRITISH AIRCRAFT CORPORATION LIMITED,00308971,00004321,00004321,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BRITISH ALCAN ROLLED PRODUCTS LIMITED,00300699,00001993,00001993,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH ARAB COMMERCIAL BANK LTD,00300814,00000598,00000598,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","SYNDICATE LENDER
SYNDICATE LENDER"
BRITISH CORNER SHOP LIMITED,00313506,00284018,00284018,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BRITISH LIVESTOCK COMPANY (WYDDIAL) LIMITED,00309032,00001995,00001995,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BRITISH MARKITEX LIMITED,00302385,00001996,00001996,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH NORTHROP LIMITED,00301468,00001997,00001997,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH OVERSEAS & EXPORT TRADING LIMITED,00300170,00001998,00001998,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH ROPES LTD,00302238,00004401,00004401,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRITISH VITA PLC,00301615,00001999,00001999,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BROCKHOUSE LIMITED,00304174,00003224,00003224,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BROOK HANSEN (INTERNATIONAL) LIMITED,00301902,00002000,00002000,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BROOK HANSEN INTERNATIONAL LTD,00307191,00005786,00005786,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BROOKSBANK INDUSTRIES LIMITED,00309022,00002001,00002001,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRUNEL HEALTHCARE MANUFACTURING LIM ITED,00312191,00289466,00289466,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BRUNTONS (MUSSELBURGH) LIMITED,00302001,00002003,00002003,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRUSH ELECTRICAL MACHINES LIMITED,00304572,00004405,00004405,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BRUSH TRANSFORMERS LIMITED,00304579,00004403,00004403,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRUSH TRANSFORMERS LTD,00302092,00005791,00005791,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BSP INTERNATIONAL FOUNDATIONS LTD,00300174,00003964,00003964,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BSS GROUP PUBLIC LIMITED COMPANY(THE),00303974,00002004,00002004,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BTM (EUROPE) LTD,00301077,00003951,00003951,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BTMU,NULL,00227318,00227318,ASSET BASED GUARANTEE,SYNDICATE LENDER
BTR INDUSTRIES LIMITED,00302452,00004054,00004054,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BUCYRUS EUROPE LTD,00309136,00003850,00003850,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BUFFERGONE LIMITED,00301644,00000815,00000815,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BUHRMANN UK LIMITED,00301438,00002005,00002005,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BULLERS PUBLIC LIMITED COMPANY,NULL,00002766,00002766,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BUREAU VERITAS ADT,NULL,00227184,00227184,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
BURMA (MYANMAR),NULL,00240005,00240005,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BURN TUBES LIMITED,00304096,00002006,00002006,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BURO HAPPOLD LIMITED,00309327,00228842,00228842,"BOND SUPPORT
BOND SUPPORT
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BUSI AND STEPHENSON LIMITED,00301568,00002008,00002008,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BUTTERFLY POULTRY LIMITED,00328742,00295134,00295134,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BWE LTD,00310366,00000414,00000414,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BWI PLC,00301476,00004370,00004370,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BYWORTH BOILERS LTD,00328498,00294769,00294769,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
C E (PREDECESSORS) LIMITED,00302533,00004463,00004463,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
C PERKIN LIMITED,00308092,00002012,00002012,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
C.A.R.S. HOLDINGS LIMITED,00327576,00293581,00293581,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
C.B.PARSONS COMPANY LIMITED,00303844,00002009,00002009,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
C.E.S.CONTRACTORS EXPORT SERVICES LIMITED,00301187,00002087,00002087,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"C.ITOH & CO., LIMITED",00300803,00003303,00003303,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
C2S MEDIA LTD,00320296,00288898,00288898,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR"
"CABEI , CENTRAL AMERICAN BANK OF EC ONOMIC INTERGRATION",NULL,00294424,00294424,DL LOAN (ENHANCED),DL PANEL AGENT BANK
CADBURY INTERNATIONAL LIMITED,00304546,00002015,00002015,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CAFFREY SAUNDERS INTERNATIONAL LIMITED,00309224,00002018,00002018,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CAIXABANK S.A.,00320638,00286172,00286172,ASSET BASED GUARANTEE,SYNDICATE LENDER
CALEY OCEAN SYSTEMS LIMITED,00308281,00211599,00211599,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"CALYON, FRANCE",NULL,00001685,00001685,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
OP LEASE","LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK"
CAMARA LIMITED,00310295,00002019,00002019,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CAMBRIDGE UNIVERSITY PRESS,00300839,00288296,00288296,SUPPLIER CREDIT FINANCE GUARANTEE,EXPORTER/OII INVESTOR
CAMBRIDGE UNIVERSITY PRESS (HOLDINGS) LIMITED,00313036,00002020,00002020,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CAMEROON CMR,NULL,00005616,00005616,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
